schema,table,index_name,columns,is_unique,is_primary,index_type
pg_toast,pg_toast_1213,pg_toast_1213_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1247,pg_toast_1247_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1255,pg_toast_1255_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1260,pg_toast_1260_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1262,pg_toast_1262_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_13460,pg_toast_13460_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_13465,pg_toast_13465_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_13470,pg_toast_13470_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_13475,pg_toast_13475_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1417,pg_toast_1417_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1418,pg_toast_1418_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2328,pg_toast_2328_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2396,pg_toast_2396_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2600,pg_toast_2600_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2604,pg_toast_2604_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2606,pg_toast_2606_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2609,pg_toast_2609_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2612,pg_toast_2612_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2615,pg_toast_2615_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2618,pg_toast_2618_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2619,pg_toast_2619_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2620,pg_toast_2620_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2964,pg_toast_2964_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3079,pg_toast_3079_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3118,pg_toast_3118_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3256,pg_toast_3256_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3350,pg_toast_3350_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3381,pg_toast_3381_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3394,pg_toast_3394_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3429,pg_toast_3429_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3456,pg_toast_3456_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3466,pg_toast_3466_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3592,pg_toast_3592_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3596,pg_toast_3596_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3600,pg_toast_3600_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_49826,pg_toast_49826_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_6000,pg_toast_6000_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_6100,pg_toast_6100_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_6106,pg_toast_6106_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_6243,pg_toast_6243_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_826,pg_toast_826_index,"chunk_id,chunk_seq",True,True,btree
public,goose_db_version,goose_db_version_pkey,id,True,True,btree
public,mt5_position_completes,idx_mt5_position_completes_login,login,False,False,btree
public,mt5_position_completes,idx_mt5_position_completes_position_id,position_id,True,False,btree
public,mt5_position_completes,idx_mt5_position_completes_user_id,user_id,False,False,btree
public,mt5_position_completes,mt5_position_completes_pkey,id,True,True,btree
